39, State-gov,13, Adm-clerical,2174,0,40, <=50K
61, Private,14, Sales,3103,0,50, <=50K
44, Private,14, Adm-clerical,3908,0,50, <=50K
28, Local-gov,10, Adm-clerical,0,0,40, <=50K
79, ?,9, ?,0,0,40, >50K
51, Private,9, Other-service,0,0,30, <=50K
44, Self-emp-inc,16, Prof-specialty,0,0,60, <=50K
24, Private,13, Exec-managerial,0,0,40, <=50K
46, Self-emp-inc,10, Exec-managerial,0,0,40, >50K
36, Private,9, Other-service,0,0,20, <=50K
23, Private,8, Other-service,0,0,38, <=50K
25, Private,4, Handlers-cleaners,0,0,40, <=50K
48, Private,10, Sales,0,0,8, <=50K
18, Private,7, Other-service,0,0,24, <=50K
25, Private,9, Craft-repair,0,0,40, <=50K
19, Private,9, Transport-moving,2176,0,45, <=50K
26, ?,13, ?,0,2002,40, <=50K
33, Private,9, Adm-clerical,0,0,35, <=50K
42, Private,9, Other-service,0,0,40, <=50K
22, Private,10, Adm-clerical,0,0,40, <=50K
36, Private,13, Prof-specialty,0,0,40, >50K
33, Private,9, Handlers-cleaners,0,0,40, <=50K
34, Self-emp-not-inc,9, Exec-managerial,0,0,70, <=50K
33, Private,14, Prof-specialty,0,0,45, <=50K
62, Self-emp-not-inc,15, Prof-specialty,0,0,15, >50K
30, Private,10, Exec-managerial,0,0,40, <=50K
22, Private,10, Adm-clerical,0,0,40, <=50K
34, Private,11, Craft-repair,0,0,40, <=50K
43, Private,9, Machine-op-inspct,0,0,60, <=50K
25, Private,13, Craft-repair,0,0,40, <=50K
35, Private,9, Other-service,0,0,40, <=50K
28, Private,12, Other-service,0,0,40, <=50K
28, Private,10, Sales,0,0,45, <=50K
25, Private,9, Handlers-cleaners,0,0,25, <=50K
40, Private,9, Craft-repair,0,0,40, >50K
35, Private,5, Craft-repair,0,0,40, <=50K
48, Self-emp-not-inc,4, Farming-fishing,0,0,50, <=50K
63, Self-emp-not-inc,9, Craft-repair,2290,0,20, <=50K
31, Private,13, Adm-clerical,0,0,40, >50K
36, Private,12, Craft-repair,0,0,45, <=50K
39, Private,10, Machine-op-inspct,0,0,40, <=50K
24, Private,9, Other-service,0,0,40, <=50K
32, Local-gov,13, Prof-specialty,0,0,35, <=50K
46, Private,1, Machine-op-inspct,0,0,40, <=50K
19, Private,9, Sales,0,0,35, <=50K
30, Private,10, Tech-support,0,0,40, <=50K
35, Private,11, Craft-repair,0,0,40, <=50K
23, ?,13, ?,0,0,55, <=50K
33, Private,9, Transport-moving,0,0,55, <=50K
25, Private,9, Craft-repair,0,0,40, <=50K
64, Local-gov,9, Other-service,0,0,35, >50K
18, Private,9, Other-service,0,0,20, <=50K
59, Private,7, Craft-repair,0,0,40, <=50K
45, State-gov,9, Protective-serv,0,0,40, <=50K
30, Private,16, Prof-specialty,0,0,15, <=50K
24, Private,3, Machine-op-inspct,0,0,40, <=50K
22, Private,9, Other-service,0,0,35, <=50K
49, Self-emp-inc,10, Craft-repair,0,0,56, >50K
35, Private,8, Machine-op-inspct,0,0,40, <=50K
48, Local-gov,14, Prof-specialty,0,1380,40, <=50K
18, Private,8, Sales,0,0,20, <=50K
35, Private,10, Handlers-cleaners,0,0,40, <=50K
27, Private,9, Exec-managerial,0,0,40, <=50K
28, Private,13, Craft-repair,0,0,60, <=50K
21, ?,10, ?,0,0,40, <=50K
26, Private,10, Other-service,0,0,50, <=50K
44, Private,13, Prof-specialty,0,1848,40, >50K
39, Private,9, Machine-op-inspct,0,0,40, <=50K
40, State-gov,13, Craft-repair,0,0,40, <=50K
70, Self-emp-not-inc,13, Prof-specialty,20051,0,35, >50K
34, Private,14, Exec-managerial,0,0,50, <=50K
34, Private,12, Adm-clerical,0,0,40, <=50K
66, Private,10, Exec-managerial,0,0,50, <=50K
40, Private,9, Transport-moving,0,0,40, <=50K
61, Self-emp-not-inc,9, Exec-managerial,0,1887,40, >50K
59, Self-emp-not-inc,4, Craft-repair,0,0,40, <=50K
28, ?,14, ?,0,0,40, <=50K
47, Private,9, Machine-op-inspct,0,0,40, >50K
33, State-gov,13, Prof-specialty,0,0,60, >50K
18, Private,7, Other-service,0,0,20, <=50K
25, Private,5, Craft-repair,914,0,40, <=50K
22, Private,10, Adm-clerical,0,0,20, <=50K
40, Local-gov,13, Protective-serv,0,0,40, >50K
68, ?,9, ?,0,0,25, <=50K
30, Private,12, Adm-clerical,0,1762,40, <=50K
73, Self-emp-not-inc,4, Farming-fishing,6418,0,99, >50K
45, Self-emp-not-inc,4, Craft-repair,0,0,10, <=50K
23, Private,7, Adm-clerical,0,0,35, <=50K
40, Private,13, Sales,0,0,45, >50K
39, Private,13, Exec-managerial,0,1977,40, >50K
23, Private,10, Handlers-cleaners,0,0,40, <=50K
51, Private,9, Craft-repair,0,0,40, <=50K
53, Private,9, Farming-fishing,0,0,45, <=50K
24, Private,13, Tech-support,0,0,35, <=50K
53, Private,13, Exec-managerial,0,0,40, <=50K
49, Self-emp-not-inc,16, Prof-specialty,0,0,60, <=50K
34, Private,9, Craft-repair,0,0,40, <=50K
37, Self-emp-not-inc,9, Craft-repair,0,0,47, <=50K
40, State-gov,11, Craft-repair,0,0,40, <=50K
23, State-gov,10, Prof-specialty,0,0,6, <=50K
36, Private,14, Adm-clerical,13550,0,50, >50K
35, Private,13, Tech-support,4650,0,40, <=50K
53, Federal-gov,13, Exec-managerial,0,0,50, >50K
42, Local-gov,10, Transport-moving,0,0,65, >50K
32, Private,14, Exec-managerial,0,0,40, <=50K
33, Private,9, Adm-clerical,0,0,65, <=50K
59, Private,9, Craft-repair,0,0,60, <=50K
36, Private,10, Machine-op-inspct,0,0,44, <=50K
37, Self-emp-not-inc,15, Prof-specialty,0,0,40, >50K
31, Private,10, Sales,0,0,45, <=50K
46, Private,13, Protective-serv,0,0,40, <=50K
44, State-gov,13, Prof-specialty,0,0,38, <=50K
27, Private,13, Exec-managerial,0,1485,60, >50K
29, Self-emp-not-inc,9, Farming-fishing,0,0,40, <=50K
39, Private,10, Exec-managerial,0,0,40, <=50K
62, Self-emp-not-inc,9, Farming-fishing,0,0,65, <=50K
48, Self-emp-not-inc,14, Exec-managerial,0,0,40, >50K
42, Private,9, Exec-managerial,0,0,25, <=50K
60, Local-gov,14, Prof-specialty,0,0,48, >50K
35, Private,13, Exec-managerial,0,0,40, <=50K
39, Private,10, Machine-op-inspct,0,0,40, <=50K
34, Self-emp-inc,12, Adm-clerical,0,0,36, <=50K
22, Private,10, Adm-clerical,0,0,22, <=50K
18, ?,9, ?,0,0,40, <=50K
44, Private,11, Craft-repair,0,0,40, >50K
44, State-gov,9, Adm-clerical,0,0,40, <=50K
49, Local-gov,13, Exec-managerial,0,625,40, <=50K
21, Private,9, Machine-op-inspct,0,0,50, <=50K
49, Private,11, Sales,0,0,40, <=50K
52, Private,7, Handlers-cleaners,0,0,40, <=50K
39, Local-gov,13, Prof-specialty,0,1887,40, >50K
23, Private,13, Prof-specialty,0,0,40, <=50K
54, Private,9, Craft-repair,0,0,49, <=50K
31, Private,9, Other-service,0,0,25, <=50K
30, State-gov,14, Adm-clerical,0,0,20, <=50K
21, Private,10, Sales,0,0,40, <=50K
38, Local-gov,13, Protective-serv,0,0,40, >50K
51, Private,10, Transport-moving,0,0,40, >50K
34, Self-emp-not-inc,16, Prof-specialty,0,0,50, >50K
22, Private,13, Exec-managerial,0,0,30, <=50K
20, ?,10, ?,0,0,45, <=50K
26, Private,13, Exec-managerial,0,1974,55, <=50K
26, Private,10, Other-service,0,0,35, <=50K
41, Private,10, Craft-repair,0,0,40, >50K
35, Private,13, Sales,0,0,40, >50K
27, Local-gov,10, Transport-moving,0,0,40, <=50K
65, Private,10, Protective-serv,0,0,40, <=50K
31, Private,7, Farming-fishing,0,0,65, <=50K
45, Self-emp-inc,15, Prof-specialty,0,0,35, >50K
37, Self-emp-not-inc,12, Transport-moving,0,0,50, >50K
47, Private,9, Transport-moving,0,1887,45, >50K
47, Self-emp-inc,12, Exec-managerial,0,0,50, >50K
33, Private,9, Prof-specialty,0,0,40, <=50K
40, Private,6, Craft-repair,0,0,40, <=50K
38, Private,10, Craft-repair,0,0,40, >50K
21, Private,10, Sales,0,0,40, <=50K
40, Private,9, Adm-clerical,0,0,40, <=50K
33, Private,9, Transport-moving,0,0,55, <=50K
29, Private,10, Tech-support,0,0,52, <=50K
41, Private,10, Transport-moving,0,0,35, <=50K
20, ?,10, ?,0,0,30, <=50K
20, State-gov,10, Exec-managerial,0,0,54, <=50K
34, Self-emp-not-inc,6, Farming-fishing,0,0,40, <=50K
78, Self-emp-inc,13, Exec-managerial,9386,0,45, >50K
46, Private,9, Craft-repair,0,0,40, >50K
40, Private,11, Prof-specialty,0,0,40, >50K
59, Private,10, Exec-managerial,0,0,40, >50K
23, Private,9, Handlers-cleaners,0,0,40, <=50K
23, Private,10, Adm-clerical,0,0,24, <=50K
47, Self-emp-not-inc,10, Craft-repair,0,0,30, <=50K
31, Local-gov,13, Other-service,0,0,38, >50K
42, Self-emp-not-inc,10, Handlers-cleaners,0,0,56, >50K
46, Local-gov,9, Prof-specialty,0,0,40, <=50K
29, Private,9, Machine-op-inspct,0,0,44, <=50K
21, Private,9, Adm-clerical,0,0,40, <=50K
55, Private,9, Craft-repair,0,0,40, >50K
38, Private,11, Tech-support,0,0,40, <=50K
44, State-gov,14, Exec-managerial,0,0,40, <=50K
61, Self-emp-not-inc,10, Exec-managerial,0,0,50, >50K
38, State-gov,13, Exec-managerial,0,0,40, <=50K
50, Self-emp-inc,13, Prof-specialty,0,0,45, >50K
53, Private,14, Prof-specialty,0,0,40, >50K
37, Private,9, Machine-op-inspct,0,0,36, >50K
49, Private,14, Exec-managerial,0,0,45, >50K
30, Private,10, Machine-op-inspct,0,0,40, >50K
19, Private,11, Prof-specialty,0,0,40, <=50K
59, Self-emp-not-inc,9, Prof-specialty,0,0,20, <=50K
43, Private,13, Exec-managerial,0,0,40, <=50K
29, Local-gov,13, Prof-specialty,0,0,60, <=50K
49, Private,15, Prof-specialty,0,0,45, <=50K
36, Private,9, Transport-moving,0,0,50, <=50K
26, Private,7, Other-service,1055,0,32, <=50K
18, Private,10, Sales,0,0,20, <=50K
60, Private,10, Sales,0,0,15, <=50K
43, Private,9, Adm-clerical,0,0,40, <=50K
42, Private,9, Other-service,0,0,40, <=50K
41, Private,9, Sales,0,0,50, <=50K
55, Self-emp-not-inc,14, Prof-specialty,0,1977,40, >50K
31, Private,13, Adm-clerical,0,0,40, <=50K
20, Private,10, Handlers-cleaners,0,0,40, <=50K
37, Private,14, Exec-managerial,0,0,40, >50K
51, Self-emp-not-inc,10, Craft-repair,0,0,55, <=50K
28, Private,10, Sales,0,1902,55, >50K
24, Private,11, Sales,0,0,40, <=50K
21, State-gov,10, Adm-clerical,0,0,30, <=50K
21, Private,9, Sales,0,0,50, <=50K
20, ?,10, ?,0,0,40, <=50K
35, Private,9, Adm-clerical,0,0,45, <=50K
30, Private,10, Craft-repair,0,0,40, <=50K
44, Self-emp-not-inc,9, Craft-repair,0,0,30, <=50K
45, Private,13, Craft-repair,0,0,40, >50K
42, Private,6, Exec-managerial,0,0,40, <=50K
36, ?,9, ?,0,0,40, <=50K
32, Private,13, Exec-managerial,0,0,40, <=50K
33, Private,9, Handlers-cleaners,0,0,40, <=50K
27, Private,5, Craft-repair,0,0,32, <=50K
17, Private,6, Other-service,0,0,15, <=50K
45, Local-gov,9, Adm-clerical,0,0,40, <=50K
41, Private,13, Prof-specialty,0,0,40, <=50K
19, Private,10, Machine-op-inspct,0,0,35, <=50K
45, Private,11, Other-service,0,0,8, <=50K
41, Self-emp-inc,16, Prof-specialty,99999,0,70, >50K
34, Local-gov,9, Other-service,0,1740,35, <=50K
33, Private,13, Adm-clerical,0,0,60, >50K
17, ?,6, ?,0,0,20, <=50K
51, Private,13, Sales,0,0,60, <=50K
33, Private,9, Handlers-cleaners,0,0,20, <=50K
23, Private,10, Handlers-cleaners,0,0,18, <=50K
52, Private,13, Prof-specialty,0,0,30, >50K
36, ?,10, ?,0,0,32, <=50K
25, Private,9, Adm-clerical,0,0,40, <=50K
38, ?,10, ?,0,0,20, <=50K
64, Self-emp-not-inc,5, Transport-moving,0,0,45, <=50K
42, Private,14, Prof-specialty,7688,0,40, >50K
29, Private,9, Transport-moving,0,0,40, <=50K
26, Local-gov,13, Prof-specialty,0,0,38, <=50K
38, ?,9, ?,0,0,24, <=50K
24, Private,6, Other-service,0,0,30, <=50K
43, Federal-gov,10, Exec-managerial,0,0,40, >50K
38, Private,6, Craft-repair,3103,0,40, >50K
28, Private,13, Sales,0,0,45, >50K
18, ?,10, ?,0,0,25, <=50K
44, Private,11, Craft-repair,0,0,40, <=50K
81, ?,9, ?,0,0,18, <=50K
55, Private,9, Exec-managerial,0,0,40, >50K
52, Private,7, Other-service,0,0,40, <=50K
31, Private,13, Prof-specialty,0,0,40, >50K
35, Private,9, Adm-clerical,0,0,40, <=50K
39, Private,9, Machine-op-inspct,0,0,36, <=50K
27, Private,9, Transport-moving,0,0,40, <=50K
23, State-gov,10, Adm-clerical,0,0,15, <=50K
26, Private,7, Craft-repair,2907,0,50, <=50K
33, Private,11, Other-service,0,0,40, <=50K
39, Private,10, Craft-repair,0,0,40, <=50K
44, Private,9, Transport-moving,0,0,40, <=50K
38, Private,9, Exec-managerial,0,0,40, <=50K
18, Private,8, Other-service,0,0,15, <=50K
54, Private,9, Other-service,0,0,15, <=50K
45, Private,9, Adm-clerical,0,0,40, <=50K
43, Private,14, Exec-managerial,0,0,40, >50K
23, Local-gov,13, Prof-specialty,0,0,40, <=50K
37, Private,10, Exec-managerial,2174,0,40, <=50K
33, Self-emp-not-inc,7, Craft-repair,0,0,50, <=50K
45, Private,13, Transport-moving,0,0,50, >50K
32, Self-emp-inc,13, Exec-managerial,0,0,55, <=50K
47, Private,4, Craft-repair,0,0,40, <=50K
44, Private,12, Prof-specialty,0,0,40, >50K
22, Private,9, Machine-op-inspct,0,0,40, <=50K
17, Private,7, Sales,0,0,30, <=50K
64, Self-emp-inc,16, Exec-managerial,0,1902,60, >50K
30, Local-gov,13, Protective-serv,0,0,45, >50K
51, Private,13, Prof-specialty,0,0,70, >50K
26, State-gov,9, Protective-serv,0,0,40, <=50K
31, Private,10, Sales,0,1504,40, <=50K
50, Private,7, Craft-repair,0,0,40, <=50K
18, ?,10, ?,594,0,10, <=50K
63, Private,9, Exec-managerial,0,0,40, <=50K
48, Private,11, Exec-managerial,0,0,43, >50K
37, Self-emp-inc,13, Sales,0,2415,50, >50K
51, ?,9, ?,0,0,28, <=50K
29, Private,9, Exec-managerial,0,0,38, <=50K
69, Private,14, Prof-specialty,0,0,25, <=50K
56, Private,9, Transport-moving,0,0,60, <=50K
26, ?,13, ?,0,0,40, <=50K
39, Local-gov,14, Prof-specialty,7298,0,40, >50K
42, Self-emp-not-inc,9, Other-service,0,0,22, <=50K
41, Federal-gov,9, Tech-support,0,0,40, >50K
45, Private,9, Machine-op-inspct,0,1887,40, >50K
23, Private,10, Adm-clerical,0,0,40, <=50K
29, Private,13, Prof-specialty,0,0,50, >50K
34, Private,10, Craft-repair,0,0,50, <=50K
31, ?,13, ?,0,1902,20, >50K
46, Local-gov,13, Prof-specialty,0,0,40, >50K
46, Without-pay,9, Machine-op-inspct,0,0,25, <=50K
33, Private,3, Other-service,0,0,40, <=50K
46, Private,11, Adm-clerical,0,0,40, <=50K
26, Private,9, Other-service,0,0,40, <=50K
49, Local-gov,13, Prof-specialty,0,0,50, <=50K
66, ?,9, ?,0,0,35, <=50K
55, State-gov,9, Tech-support,0,1887,40, >50K
35, Private,9, Machine-op-inspct,0,0,40, <=50K
27, Private,10, Adm-clerical,0,0,40, <=50K
31, Private,9, Exec-managerial,0,0,40, <=50K
47, Private,10, Adm-clerical,0,0,16, <=50K
48, Self-emp-not-inc,9, Craft-repair,0,0,40, >50K
27, Private,10, Adm-clerical,0,0,56, <=50K
38, Private,9, Adm-clerical,0,0,40, <=50K
27, Private,9, Exec-managerial,0,0,40, <=50K
23, ?,12, ?,0,1721,20, <=50K
17, Private,8, Other-service,0,0,15, <=50K
44, State-gov,13, Exec-managerial,0,0,40, >50K
26, Private,9, Sales,0,0,48, <=50K
37, Private,9, Transport-moving,0,0,40, <=50K
49, Private,13, Exec-managerial,0,0,55, >50K
42, Private,9, Craft-repair,0,0,40, >50K
26, Private,13, Prof-specialty,0,0,40, <=50K
73, ?,11, ?,0,0,32, <=50K
44, Private,10, Craft-repair,0,0,40, <=50K
47, Private,14, Prof-specialty,0,0,40, <=50K
28, ?,10, ?,0,0,20, <=50K
49, Private,10, Tech-support,0,0,40, <=50K
17, Private,9, Sales,0,0,20, <=50K
42, Private,10, Prof-specialty,0,0,40, <=50K
30, Private,6, Craft-repair,0,0,40, <=50K
36, State-gov,11, Tech-support,0,0,37, <=50K
53, Private,13, Prof-specialty,0,0,40, <=50K
23, Private,9, Handlers-cleaners,0,0,40, <=50K
35, Private,9, Other-service,0,0,40, <=50K
32, Private,7, Craft-repair,13550,0,60, >50K
39, Private,13, Prof-specialty,0,0,50, >50K
40, Private,14, Prof-specialty,0,0,60, <=50K
28, Private,10, Adm-clerical,0,0,40, <=50K
32, Private,9, Transport-moving,0,0,40, <=50K
42, Private,10, Adm-clerical,0,0,40, <=50K
35, Private,13, Adm-clerical,0,0,43, <=50K
35, Private,8, Machine-op-inspct,0,0,40, <=50K
21, Private,9, Machine-op-inspct,0,0,40, <=50K
71, Private,4, Exec-managerial,6097,0,40, >50K
31, Private,9, Other-service,0,0,40, <=50K
25, Local-gov,10, Adm-clerical,0,0,40, <=50K
35, Private,9, Adm-clerical,6849,0,40, <=50K
24, Private,9, Other-service,0,0,25, <=50K
69, Private,10, Sales,0,0,25, <=50K
35, Self-emp-not-inc,14, Sales,0,0,40, >50K
35, Private,13, Sales,0,0,40, <=50K
42, Private,13, Sales,10520,0,50, >50K
51, Private,11, Tech-support,0,0,40, >50K
48, Private,9, Transport-moving,0,0,44, <=50K
49, Private,11, Adm-clerical,0,0,40, <=50K
53, Private,12, Exec-managerial,2407,0,99, <=50K
43, Private,10, Adm-clerical,0,0,40, <=50K
53, Private,13, Exec-managerial,0,0,40, >50K
35, Private,9, Machine-op-inspct,0,0,40, <=50K
36, Private,9, Other-service,0,0,40, <=50K
34, Local-gov,14, Prof-specialty,0,0,40, <=50K
48, Private,10, Other-service,0,0,40, >50K
53, Private,9, Adm-clerical,0,0,40, <=50K
37, Private,10, Handlers-cleaners,0,1504,40, <=50K
49, State-gov,15, Exec-managerial,0,0,40, <=50K
30, ?,10, ?,0,0,40, <=50K
41, Private,9, Craft-repair,0,0,40, <=50K
25, Private,10, Other-service,0,0,40, <=50K
24, Private,10, Craft-repair,0,0,65, <=50K
34, Private,9, Craft-repair,0,0,40, <=50K
29, Private,9, Craft-repair,0,0,42, <=50K
23, Private,13, Tech-support,0,0,45, <=50K
46, Private,10, Sales,0,0,42, <=50K
20, Private,10, Other-service,0,0,15, <=50K
63, Private,8, Craft-repair,0,0,40, <=50K
40, Self-emp-not-inc,14, Sales,3103,0,50, <=50K
33, Private,12, Prof-specialty,0,0,50, <=50K
24, Federal-gov,10, Adm-clerical,0,0,40, <=50K
36, Private,10, Other-service,0,0,45, <=50K
25, Private,9, Prof-specialty,0,0,40, <=50K
54, Local-gov,5, Other-service,0,0,40, <=50K
50, Self-emp-not-inc,13, Sales,0,0,50, <=50K
58, State-gov,13, Exec-managerial,0,0,40, <=50K
17, Private,7, Other-service,0,0,20, <=50K
40, Private,9, Exec-managerial,7688,0,50, >50K
27, Private,13, Sales,0,0,40, <=50K
20, Private,9, Sales,0,0,26, <=50K
22, Private,7, Craft-repair,0,0,35, <=50K
80, Self-emp-not-inc,7, Exec-managerial,0,0,25, <=50K
52, Private,9, Transport-moving,0,0,45, <=50K
40, Federal-gov,13, Adm-clerical,7298,0,48, >50K
48, Private,6, Machine-op-inspct,0,0,48, <=50K
62, Private,9, Handlers-cleaners,0,0,25, <=50K
32, Private,12, Tech-support,0,0,42, >50K
21, ?,10, ?,0,0,28, <=50K
58, Federal-gov,13, Exec-managerial,0,0,40, >50K
37, Self-emp-not-inc,14, Exec-managerial,0,0,60, >50K
29, Self-emp-inc,16, Prof-specialty,0,0,35, >50K
25, Private,9, Other-service,0,0,40, <=50K
26, Private,10, Machine-op-inspct,0,0,40, <=50K
50, Private,10, Sales,0,0,50, <=50K
30, Federal-gov,13, Prof-specialty,0,0,40, >50K
30, Local-gov,13, Prof-specialty,0,0,80, <=50K
59, Private,9, Other-service,0,0,10, <=50K
36, Private,9, Handlers-cleaners,0,0,40, <=50K
37, Private,14, Exec-managerial,0,0,50, >50K
42, Private,13, Exec-managerial,0,0,40, >50K
34, Private,13, Exec-managerial,0,0,45, >50K
27, Self-emp-not-inc,5, Craft-repair,0,0,40, <=50K
39, Private,13, Tech-support,0,0,50, >50K
41, Private,11, Other-service,7298,0,60, >50K
34, Self-emp-not-inc,13, Craft-repair,15024,0,70, >50K
41, Private,10, Exec-managerial,0,0,40, <=50K
50, Private,10, Adm-clerical,0,0,40, <=50K
18, Private,9, Handlers-cleaners,0,0,28, <=50K
23, Private,13, Exec-managerial,0,0,15, <=50K
26, Private,9, Craft-repair,0,0,48, <=50K
38, Private,10, Transport-moving,7298,0,60, >50K
27, Private,10, Prof-specialty,0,0,88, <=50K
21, Private,6, Handlers-cleaners,0,0,40, <=50K
41, Private,9, Other-service,0,0,40, <=50K
42, Self-emp-not-inc,12, Craft-repair,0,0,35, <=50K
25, Private,6, Machine-op-inspct,0,0,40, <=50K
43, Private,13, Sales,0,0,40, >50K
23, Private,10, Handlers-cleaners,0,0,15, <=50K
40, Local-gov,13, Prof-specialty,7688,0,40, >50K
23, Private,10, Sales,0,0,9, <=50K
18, Private,7, Other-service,0,0,20, <=50K
37, Private,13, Exec-managerial,0,0,50, <=50K
58, Private,5, Machine-op-inspct,3781,0,40, <=50K
36, Private,10, Craft-repair,0,0,40, <=50K
36, Private,12, Prof-specialty,0,0,40, >50K
25, Private,11, Prof-specialty,7688,0,40, >50K
62, Private,13, Exec-managerial,15024,0,40, >50K
34, Private,10, Transport-moving,4064,0,40, <=50K
27, Private,13, Prof-specialty,4865,0,36, <=50K
23, Private,9, Sales,0,0,35, <=50K
55, Private,9, Adm-clerical,0,0,40, <=50K
42, Private,9, Machine-op-inspct,0,0,40, <=50K
22, Private,9, Adm-clerical,0,0,38, <=50K
44, Private,12, Sales,4386,0,40, >50K
42, Local-gov,10, Transport-moving,0,0,40, <=50K
21, Private,9, Adm-clerical,0,0,40, <=50K
25, Private,12, Adm-clerical,0,0,45, <=50K
31, Private,2, Handlers-cleaners,0,0,35, <=50K
42, Private,10, Craft-repair,0,0,38, <=50K
26, Private,5, Craft-repair,0,0,20, <=50K
62, Private,10, Exec-managerial,0,1977,98, >50K
28, Private,13, Exec-managerial,5178,0,50, >50K
34, Private,14, Exec-managerial,0,0,40, <=50K
51, Private,13, Handlers-cleaners,0,0,40, <=50K
45, Local-gov,14, Prof-specialty,0,0,45, >50K
44, Private,10, Transport-moving,0,0,50, >50K
47, ?,4, ?,0,0,10, <=50K
35, Private,10, Farming-fishing,0,0,40, <=50K
46, Private,4, Transport-moving,0,0,40, <=50K
46, Private,12, Tech-support,0,0,56, <=50K
46, Private,13, Exec-managerial,0,0,53, >50K
66, Self-emp-not-inc,13, Exec-managerial,0,0,8, >50K
34, State-gov,9, Adm-clerical,0,0,20, <=50K
26, Private,12, Sales,0,0,40, <=50K
29, Private,9, Craft-repair,0,0,40, >50K
30, Private,9, Other-service,0,0,40, <=50K
23, Private,13, Adm-clerical,0,0,40, <=50K
46, Private,5, Machine-op-inspct,0,0,40, <=50K
44, ?,6, ?,0,0,40, <=50K
54, Private,14, Sales,0,0,68, >50K
54, Self-emp-not-inc,4, Farming-fishing,0,0,60, <=50K
71, Private,5, Sales,0,0,13, <=50K
51, Private,8, Craft-repair,0,0,45, <=50K
32, Private,9, Craft-repair,0,0,40, <=50K
75, ?,9, ?,2653,0,14, <=50K
57, Private,7, Craft-repair,0,0,40, <=50K
34, Private,5, Craft-repair,0,0,40, <=50K
40, Private,13, Sales,14084,0,40, >50K
21, Private,9, Exec-managerial,0,0,40, <=50K
50, Private,14, Prof-specialty,0,0,40, >50K
32, Private,11, Craft-repair,0,0,44, <=50K
37, Local-gov,13, Prof-specialty,0,0,50, >50K
19, Private,4, Craft-repair,0,0,99, <=50K
64, Private,9, Adm-clerical,0,0,30, <=50K
17, Private,7, Other-service,0,0,20, <=50K
37, Private,11, Other-service,0,0,40, <=50K
32, Private,10, Craft-repair,4650,0,45, <=50K
20, Private,10, Other-service,0,0,20, <=50K
39, Self-emp-not-inc,16, Prof-specialty,4787,0,40, >50K
18, Private,8, Handlers-cleaners,0,0,40, <=50K
42, Private,14, Prof-specialty,0,1902,50, >50K
43, Private,10, Sales,3103,0,40, >50K
42, Private,13, Adm-clerical,0,0,55, >50K
53, Local-gov,13, Prof-specialty,0,0,60, >50K
52, Private,9, Sales,0,0,40, <=50K
51, Private,6, Farming-fishing,0,0,40, <=50K
77, Self-emp-inc,10, Sales,0,0,8, <=50K
25, Private,10, Sales,3418,0,30, <=50K
38, Local-gov,10, Prof-specialty,0,0,40, <=50K
20, Private,9, Other-service,0,0,40, <=50K
23, Private,9, Craft-repair,0,0,30, <=50K
27, Private,9, Adm-clerical,0,0,40, <=50K
19, Private,7, Other-service,0,0,40, <=50K
41, Private,13, Sales,0,0,40, >50K
47, Federal-gov,10, Exec-managerial,0,0,40, <=50K
72, ?,13, ?,991,0,7, <=50K
42, Private,14, Exec-managerial,4650,0,40, <=50K
36, Private,13, Sales,0,0,40, >50K
42, Self-emp-inc,14, Farming-fishing,0,0,60, >50K
24, Private,13, Adm-clerical,0,0,40, <=50K
22, Private,9, Handlers-cleaners,0,0,40, <=50K
29, Private,2, Other-service,0,0,40, <=50K
42, Private,15, Exec-managerial,15024,0,40, >50K
24, Private,13, Prof-specialty,0,0,20, <=50K
41, Private,10, Adm-clerical,0,0,45, >50K
29, Private,9, Protective-serv,0,0,40, <=50K
36, Private,9, Craft-repair,0,0,40, <=50K
78, Self-emp-inc,9, Sales,0,0,45, >50K
43, Private,11, Tech-support,0,1902,32, >50K
34, State-gov,10, Exec-managerial,0,0,40, <=50K
20, ?,10, ?,0,0,40, <=50K
24, Private,8, Craft-repair,0,0,40, <=50K
36, Federal-gov,11, Tech-support,0,0,40, <=50K
49, Private,10, Sales,0,0,44, <=50K
21, Private,5, Transport-moving,0,0,40, <=50K
51, Private,12, Other-service,0,0,40, <=50K
30, Private,9, Tech-support,0,0,40, <=50K
37, Private,9, Craft-repair,0,0,40, <=50K
30, Private,11, Adm-clerical,0,0,40, <=50K
20, ?,10, ?,34095,0,10, <=50K
46, Private,9, Craft-repair,0,0,40, <=50K
24, Local-gov,9, Other-service,0,0,40, <=50K
32, Private,13, Sales,0,0,42, >50K
36, Private,10, Prof-specialty,0,0,50, <=50K
30, Private,7, Handlers-cleaners,0,0,40, <=50K
60, State-gov,10, Transport-moving,0,0,40, <=50K
56, Local-gov,10, Exec-managerial,0,0,40, <=50K
57, Private,7, Machine-op-inspct,0,0,40, <=50K
61, Federal-gov,13, Exec-managerial,0,0,40, <=50K
50, Private,9, Craft-repair,0,0,40, >50K
56, Self-emp-not-inc,9, Exec-managerial,0,0,48, <=50K
61, Self-emp-inc,10, Sales,0,1902,35, >50K
45, Private,14, Exec-managerial,7430,0,70, >50K
31, Private,14, Prof-specialty,5178,0,40, >50K
60, Self-emp-not-inc,9, Exec-managerial,0,2559,50, >50K
26, Private,10, Prof-specialty,0,0,40, <=50K
56, Self-emp-not-inc,7, Other-service,0,0,40, <=50K
