Temperature_c,Humidity,Wind_Speed_kmh,Wind_Bearing_degrees,Visibility_km,Pressure_millibars,Rain,Description
8.238888889,0.6,34.5828,287,14.9569,1005.56,1,Normal
7.2,0.71,23.4738,300,11.27,1010.62,1,Normal
27.2,0.34,10.6904,141,9.982,1019.49,1,Warm
17.26666667,0.62,17.549,143,9.982,1025.61,1,Normal
20.81111111,0.8,8.3076,320,15.8263,1008.88,1,Warm
5.444444444,0.93,14.3451,332,5.2164,992.8,1,Normal
25.62777778,0.69,8.4686,190,11.0768,1013.58,1,Warm
17.61666667,0.73,4.4597,266,11.0768,1016.61,1,Normal
7.777777778,0.71,36.064,300,10.2557,1022.94,1,Normal
-7.755555556,1,0.1449,210,2.5116,1026.18,0,Cold
12.59444444,0.91,5.8926,352,15.5526,1018.88,1,Normal
4.927777778,0.93,8.9033,11,0.322,1010.94,1,Normal
2.788888889,1,5.8765,303,2.7531,1020.03,1,Cold
3.111111111,0.96,5.8121,107,5.9731,1022.68,1,Cold
-2.305555556,0.9,7.6636,81,7.6475,1025.03,0,Cold
25.93888889,0.58,5.2647,29,15.5526,1010.93,1,Warm
21.86111111,0.79,4.4758,160,7.406,1015.54,1,Warm
27.77777778,0.46,11.27,160,9.982,1006.8,1,Warm
22.22222222,0.53,0,0,9.982,1025.1,1,Warm
10,0.61,30.59,280,11.27,1008.2,1,Normal
20.02222222,0.32,4.8944,161,9.982,1005.15,1,Warm
3.911111111,1,7.7924,191,0.2093,1025.66,1,Cold
-2.127777778,0.88,3.2683,204,7.2128,1011.17,0,Cold
21.89444444,0.64,15.5204,353,11.0768,1014.69,1,Warm
4.288888889,0.99,15.2467,299,4.2826,996.28,1,Cold
-1.205555556,0.96,3.1717,17,6.2951,1027.22,0,Cold
9.494444444,0.84,15.7458,152,15.6492,1015.75,1,Normal
15.62777778,0.95,10.9158,271,9.982,1012.49,1,Normal
23.98333333,0.4,9.4507,1,16.1,1015.5,1,Warm
11.88333333,0.62,20.5597,161,15.5526,1007.16,1,Normal
16.92777778,0.98,6.6815,320,14.168,1016.9,1,Normal
7.494444444,0.9,13.7494,139,9.6761,997.77,1,Normal
2.527777778,0.96,4.83,156,4.6851,1015.41,1,Cold
8.172222222,0.72,13.6206,129,15.6492,1024.25,1,Normal
8.305555556,0.76,11.1895,154,10.787,1018.37,1,Normal
27.77777778,0.37,20.0767,310,16.1,1015.12,1,Warm
-5.583333333,0.9,6.601,36,2.9946,1025.25,0,Cold
18.62777778,0.79,2.6082,282,14.9569,1017.82,1,Normal
18.81666667,0.9,4.9588,41,9.982,1015.01,1,Normal
11.87777778,0.69,11.27,90,15.8263,1019.13,1,Normal
10.67777778,0.78,3.5098,350,14.9569,1020.75,1,Normal
37.89444444,0.16,9.6922,179,9.982,1011.52,1,Warm
22.27222222,0.68,12.9927,289,11.27,1009.59,1,Warm
15.04444444,0.89,10.5777,350,15.8263,1018.86,1,Normal
7.777777778,0.76,28.98,140,16.1,998.5,1,Normal
7.183333333,0.92,7.245,258,14.3934,1018.05,1,Normal
1.533333333,0.65,6.3112,160,9.982,1021.45,1,Cold
10.10555556,0.87,12.6868,353,4.2504,1009.83,1,Normal
10.98888889,0.42,16.583,174,10.5777,1023.32,1,Normal
-1.383333333,0.96,10.8353,179,0.161,1030.14,0,Cold
-1.605555556,0.92,5.0393,323,14.812,1023.61,0,Cold
-2.127777778,1,3.2844,210,1.4168,1019.11,0,Cold
6.955555556,0.8,12.8156,160,9.2575,1019.68,1,Normal
12.08333333,0.48,25.3897,299,11.4471,1023.83,1,Normal
9.466666667,0.86,6.1663,120,16.1,1015.48,1,Normal
11.57777778,0.78,2.6404,246,15.8263,1011.66,1,Normal
1.716666667,0.79,10.9158,141,14.9086,1029.02,1,Cold
12.13333333,0.81,17.0982,319,15.8263,1010.36,1,Normal
7.2,0.93,11.0929,270,11.2056,1007.48,1,Normal
15.02777778,0.93,10.5777,10,4.7495,1010.06,1,Normal
20.64444444,0.78,4.508,304,14.9569,1015.56,1,Warm
3.838888889,0.89,14.1036,180,7.0357,1019.77,1,Cold
17.6,0.87,2.9785,105,14.812,1012.02,1,Normal
1.05,0.68,14.6027,26,11.3988,1015.71,1,Cold
9.988888889,0.9,17.3397,30,4.9588,1023.99,1,Normal
0.511111111,0.96,20.6402,350,1.4007,1004.49,1,Cold
0.577777778,0.81,24.633,20,9.982,1025.22,1,Cold
23.88888889,0.69,9.66,260,11.27,1009.7,1,Warm
17.22222222,0.67,26.6616,310,9.982,1019.84,1,Normal
17.75555556,0.73,8.8872,110,16.0517,1015.61,1,Normal
13.84444444,0.96,6.6171,302,6.0053,1017.02,1,Normal
21.18333333,0.86,4.4436,290,11.4471,1017.86,1,Warm
1.4,0.69,2.9141,343,14.9569,1026.98,1,Cold
5.294444444,0.85,4.1538,121,4.7978,1020.38,1,Normal
20.56111111,0.84,3.22,270,15.8263,1010.81,1,Warm
23.66666667,0.55,4.8461,202,9.982,1019.35,1,Warm
22.24444444,0.53,3.0268,167,16.1,1024.11,1,Warm
16.28888889,0.85,4.7817,357,11.2056,1013.95,1,Normal
27.28888889,0.34,16.9694,132,9.982,1017.99,1,Warm
7.544444444,0.92,10.7065,185,2.3023,1026.78,1,Normal
21.45,0.4,2.6243,11,15.3111,1019.33,1,Warm
0.85,0.8,16.4381,51,9.6761,1017.88,1,Cold
27.66111111,0.34,16.583,306,10.3523,1011.75,1,Warm
10.31666667,0.75,8.05,327,9.982,1024.73,1,Normal
6.738888889,0.79,14.1519,182,10.7709,1019.08,1,Normal
0.672222222,0.99,7.5348,130,0.2093,1028.83,1,Cold
7.077777778,1,11.2539,163,7.728,997.8,1,Normal
7.55,0.84,3.1717,238,9.9015,1020.22,1,Normal
6.683333333,1,6.7942,274,4.9105,1013.03,1,Normal
17.27777778,0.39,19.0624,331,10.3523,1022.52,1,Normal
11.16111111,0.8,5.152,0,9.982,1028.15,1,Normal
24.3,0.5,6.2307,207,16.1,1012.25,1,Warm
21.24444444,0.15,2.5921,198,10.3523,1022.38,1,Warm
24.93888889,0.69,20.3826,51,11.4471,1012.94,1,Warm
-5.555555556,0.81,11.27,280,16.1,1024.9,0,Cold
12.15,0.67,6.5527,353,16.1,1018.49,1,Normal
-3.266666667,0.96,6.2951,151,0.322,1027.24,0,Cold
32.33333333,0.37,0.2576,9,10.0464,1012.28,1,Warm
13.88888889,0.93,12.4292,170,9.9015,1006.17,1,Normal
27.76111111,0.48,20.5275,245,15.5526,1009.73,1,Warm
2.133333333,0.73,4.5724,131,3.9767,1029.19,1,Cold
15.91111111,0.52,20.4148,191,9.982,996.75,1,Normal
18.88333333,0.56,19.6903,310,11.3988,1021.45,1,Warm
21.08333333,0.52,14.4417,290,11.27,1019.36,1,Warm
15.96666667,0.48,17.2592,281,16.1,1015.26,1,Normal
21.21111111,0.4,0.7245,9,10.3523,1027.24,1,Warm
2.833333333,0.7,10.8031,181,15.8263,1017.24,1,Cold
7.205555556,1,3.22,350,0.5313,1023.27,1,Normal
13.35555556,0.86,2.6404,266,16.1,1017.74,1,Normal
26.78888889,0.27,29.0122,245,15.5526,1011.25,1,Warm
-4.905555556,0.74,35.4039,149,10.2074,1026.04,0,Cold
15.09444444,0.72,7.7602,21,12.075,1023.05,1,Normal
19.73888889,0.46,19.0785,150,15.8263,1005.18,1,Warm
21.37222222,0.5,3.3327,232,10.3523,1027.64,1,Warm
-0.138888889,1,25.1643,30,2.4955,1006.6,0,Cold
20.97777778,0.64,10.8836,30,9.982,1020.63,1,Warm
1.266666667,0.85,7.7763,163,8.6457,1022.69,1,Cold
-5.027777778,0.85,5.152,110,6.0053,1027.92,0,Cold
12.62222222,0.84,1.8837,294,16.1,1021.15,1,Normal
13.79444444,0.83,3.0268,193,16.1,1024.65,1,Normal
17.52222222,0.89,5.2325,4,14.9569,1019.12,1,Normal
25.11666667,0.72,1.6583,243,9.982,1015.16,1,Warm
11.12222222,0.93,3.7191,282,7.9051,1023.67,1,Normal
9.977777778,0.83,23.6831,290,9.982,1017.33,1,Normal
1.177777778,0.93,24.8745,348,4.2826,1000.51,1,Cold
11.56111111,0.93,6.762,215,2.8014,1004.82,1,Normal
14.86111111,0.79,22.862,150,9.9015,1014.66,1,Normal
17.01111111,0.92,6.2951,248,11.3988,1012.67,1,Normal
27.36111111,0.38,4.8944,69,10.0464,1016.56,1,Warm
17.03333333,0.68,4.4597,40,10.0464,1010.85,1,Normal
12.8,0.72,27.8691,159,10.2074,999.03,1,Normal
14.42222222,0.99,3.1878,335,15.8263,1017.04,1,Normal
24.15555556,0.48,12.5258,29,15.3111,1015.81,1,Warm
23.73333333,0.67,10.8353,10,8.1305,1020.41,1,Warm
6.061111111,0.93,4.6368,236,1.2719,1002.85,1,Normal
7.822222222,0.73,17.0982,40,16.0517,1010.67,1,Normal
17.75555556,0.78,20.0606,170,11.9784,1020.04,1,Normal
7.894444444,0.53,28.2072,319,9.982,1021.66,1,Normal
19.92222222,0.57,21.1554,192,11.27,1009.46,1,Warm
4.988888889,0.99,3.7352,332,4.0733,1028.93,1,Normal
17.76666667,0.75,10.7065,137,14.9569,1008.59,1,Normal
22.74444444,0.51,13.4435,230,15.5526,1010.76,1,Warm
15.96666667,0.91,3.0429,325,14.9569,1016.13,1,Normal
18.88888889,0.73,0,0,9.982,1017.2,1,Warm
12.57222222,0.61,2.8819,234,9.9015,1024.46,1,Normal
3.333333333,0.92,6.44,170,6.118,1018.8,1,Cold
27.08888889,0.5,9.0965,209,11.3988,1015.46,1,Warm
-2.777777778,0.71,9.66,40,9.982,1029.2,0,Cold
32.82222222,0.21,15.5526,239,9.982,1007.75,1,Warm
12.38333333,0.79,17.0821,160,14.4578,1020.72,1,Normal
24.91111111,0.48,9.6117,282,9.982,1008.63,1,Warm
4.833333333,0.86,3.1878,161,15.8263,1005.28,1,Normal
20.92222222,0.63,23.8924,281,11.4471,1012.36,1,Warm
19.03888889,0.93,5.7477,170,6.8425,1017.15,1,Warm
10.78333333,0.98,6.44,340,5.635,1022.76,1,Normal
20.46111111,0.88,6.2951,120,14.5866,1009.19,1,Warm
16.11666667,0.93,14.1197,1,3.2844,1019.6,1,Normal
6.138888889,0.76,3.3166,239,9.982,1022.18,1,Normal
7.888888889,0.75,17.1143,151,12.2199,1020,1,Normal
13.95555556,0.71,11.2217,309,15.8263,1021.74,1,Normal
5.15,1,7.1967,16,0.3864,1014.74,1,Normal
17.47777778,0.75,9.4829,134,15.1501,1015.32,1,Normal
15.6,1,2.9785,236,6.1985,1012,1,Normal
7.194444444,0.65,23.7153,320,10.2557,1022.81,1,Normal
12.18333333,0.93,2.3506,351,11.3022,1015.43,1,Normal
21.82222222,0.51,12.9766,7,10.3523,1020.77,1,Warm
2.777777778,0.96,6.4722,331,6.9069,1015.26,1,Cold
22.22222222,0.59,12.88,240,11.27,1006.8,1,Warm
17.75555556,0.9,11.1412,318,11.27,1014.35,1,Normal
27.40555556,0.53,13.1054,179,15.8263,1015.5,1,Warm
4.488888889,0.84,13.0893,168,8.2754,1019.75,1,Cold
5.944444444,0.93,3.0912,113,9.5473,1027.52,1,Normal
4.883333333,0.87,8.3398,261,10.2074,1019.11,1,Normal
25.22777778,0.59,10.0786,301,11.3988,1018.02,1,Warm
6.066666667,0.5,3.4776,66,8.1305,1027.51,1,Normal
12.07777778,0.86,4.83,310,9.8532,1023.53,1,Normal
16.37777778,0.83,10.4972,140,14.9569,1010.42,1,Normal
2.777777778,1,4.8139,19,1.4329,1029.34,1,Cold
24.65,0.52,21.9604,127,11.3988,1018.81,1,Warm
-1.061111111,0.91,21.1393,21,2.3023,0,0,Cold
17.73333333,0.82,3.1234,7,15.8263,1017.97,1,Normal
17.98333333,0.25,3.0912,161,9.982,1021.49,1,Normal
2.738888889,0.93,2.8658,301,2.4794,1028.08,1,Cold
21.98888889,0.68,4.4275,230,9.982,1015.87,1,Warm
7.755555556,0.95,3.3488,41,3.4937,1019.17,1,Normal
19.37777778,0.78,3.22,190,15.8263,1012.81,1,Warm
12.76111111,0.83,6.0697,170,15.8263,1012.77,1,Normal
27.77777778,0.38,4.9588,111,15.8263,1006.52,1,Warm
12.01111111,0.63,14.0231,88,9.982,1024.44,1,Normal
22.75555556,0.38,26.887,319,10.0464,1015.02,1,Warm
11.01666667,0.62,21.5418,309,9.982,1016.12,1,Normal
23.21666667,0.57,7.9695,175,10.3523,1011.44,1,Warm
12.77777778,0.64,11.27,150,9.982,1006.5,1,Normal
4.977777778,0.82,12.4453,44,9.982,1022.53,1,Normal
24.24444444,0.76,12.7834,5,11.3988,1011.7,1,Warm
21.46111111,0.77,10.4328,92,11.4471,1004.74,1,Warm
-5.161111111,0.92,3.2522,241,6.0697,1024.3,0,Cold
12.89444444,0.69,29.6079,41,11.2056,1012.11,1,Normal
11.06111111,0.93,3.0751,90,8.05,0,1,Normal
21.18333333,0.48,20.3504,192,9.982,1013.52,1,Warm
36.06111111,0.25,7.2611,173,9.982,1012.5,1,Warm
11.80555556,0.92,6.44,250,15.3111,1018.16,1,Normal
5.422222222,0.93,2.8014,32,0.4025,1011.01,1,Normal
16.85,0.6,7.5992,49,9.982,1025.54,1,Normal
-1.122222222,0.89,15.3433,357,4.8944,1018.43,0,Cold
11.08888889,0.86,9.4507,31,11.2056,1022.37,1,Normal
25,0.39,3.22,30,9.982,1018.7,1,Warm
18.65555556,0.85,12.3004,323,10.948,1016.6,1,Normal
-7.083333333,0.66,1.7227,278,5.1359,1034.61,0,Cold
-2.822222222,0.76,20.1733,151,11.8979,996.67,0,Cold
23.88888889,0.52,11.27,160,16.1,1016.2,1,Warm
12.41666667,0.9,5.5062,298,11.0285,1013.44,1,Normal
24.11666667,0.4,13.7655,200,10.3523,1018.07,1,Warm
12.90555556,0.72,23.7153,140,10.4006,1020.59,1,Normal
10.55555556,0.9,5.2808,317,9.982,1017.62,1,Normal
7.055555556,0.8,25.2609,301,11.4471,1010.55,1,Normal
-2.777777778,0.96,10.787,170,4.83,1010.45,0,Cold
7.805555556,0.89,26.404,130,10.9158,1011.54,1,Normal
12.82777778,0.89,24.0373,350,9.982,1007.78,1,Normal
7.805555556,0.82,27.7081,160,10.4006,1001.01,1,Normal
8.955555556,0.89,11.1895,142,10.0464,1010.62,1,Normal
2.85,0.67,0.7567,120,9.982,1025.38,1,Cold
9.816666667,0.96,6.2951,330,4.7495,1021.95,1,Normal
19.83333333,0.84,2.9302,170,16.1,1014.05,1,Warm
22.74444444,0.57,7.7441,39,9.982,1022.88,1,Warm
2.322222222,0.89,10.0625,293,11.8979,1015.75,1,Cold
-6.227777778,0.93,7.7763,126,2.8336,1007.18,0,Cold
12.94444444,0.69,11.3666,118,14.9569,1018.5,1,Normal
6.177777778,1,0.7567,111,0.2576,1029.94,1,Normal
7.127777778,0.83,13.8138,128,16.0517,1017.07,1,Normal
9.027777778,0.82,12.3165,352,9.982,1016.53,1,Normal
15.61111111,0.92,3.5259,188,15.8263,1012.19,1,Normal
0.811111111,0.73,10.2396,5,14.9569,1010.18,1,Cold
9.111111111,0.83,10.5777,197,9.9015,1022.21,1,Normal
6.088888889,0.94,1.61,50,0.5152,1021.26,1,Normal
21.18333333,0.42,3.0429,183,9.982,1011.09,1,Warm
26.11111111,0.6,17.71,180,9.982,1013.3,1,Warm
2.616666667,1,17.388,271,6.0214,996.76,1,Cold
19.11111111,0.57,1.449,62,10.3523,1017.06,1,Warm
-3.877777778,0.96,15.9229,79,2.9141,1010.38,0,Cold
14.35,0.9,20.2699,40,16.1,1012.22,1,Normal
14.99444444,0.9,0,0,14.812,1012.71,1,Normal
10.05,0.66,17.388,300,9.982,1022.3,1,Normal
23.83888889,0.45,9.6117,90,16.1,1010.14,1,Warm
16.62222222,0.87,3.4293,349,16.1,1014.56,1,Normal
8.75,0.77,13.3147,169,10.2074,1019.71,1,Normal
38.83888889,0.15,23.7475,249,9.982,1007.26,1,Warm
28.79444444,0.33,12.0267,329,9.982,1010.32,1,Warm
-7.683333333,0.96,3.1717,22,0.161,1024.69,0,Cold
17.33333333,0.31,17.1304,32,9.982,1023.57,1,Normal
31.03888889,0.33,1.449,316,9.982,1011.19,1,Warm
11.62777778,0.61,13.8621,160,15.8263,1016.75,1,Normal
12.2,0.32,3.1556,20,16.1,1026.61,1,Normal
0,0.96,20.93,310,4.025,1011.1,0,Cold
10.58333333,0.89,11.0285,292,4.991,1013.04,1,Normal
2.244444444,0.63,32.844,300,11.27,1017.03,1,Cold
22.80555556,0.42,12.9122,330,11.3988,1007.7,1,Warm
5,0.93,16.1,50,11.27,1011,1,Normal
17.15,0.87,4.7978,229,10.9802,1011.68,1,Normal
27.45,0.59,13.0088,69,11.27,1012.82,1,Warm
11.16111111,0.66,5.1037,244,7.2772,1020.83,1,Normal
12.77777778,0.55,26.3074,159,11.9784,1016.77,1,Normal
12.71111111,0.89,10.8353,181,11.2056,1009.72,1,Normal
30.80555556,0.34,7.245,353,10.3523,1020.09,1,Warm
7.244444444,0.96,3.1556,2,0.9338,1018.22,1,Normal
2.8,0.82,3.4615,321,9.982,1029.11,1,Cold
0,0.85,9.5634,152,9.982,1009.86,0,Cold
7.777777778,0.76,15.5043,160,16.0517,1016.84,1,Normal
21.11111111,0.32,11.27,120,9.982,1009.4,1,Warm
29.92222222,0.54,12.397,344,11.4471,1014.43,1,Warm
6.288888889,0.99,15.6009,141,4.5885,1026.4,1,Normal
22.24444444,0.48,12.1394,203,11.3988,1018.25,1,Warm
3.888888889,0.92,16.1,150,6.118,1000.7,1,Cold
21.92777778,0.91,2.7853,297,9.982,1016.97,1,Warm
10.86666667,0.87,10.948,129,7.9051,1009.67,1,Normal
5.044444444,0.7,9.3058,258,9.982,1021.15,1,Normal
9.788888889,0.75,11.1734,283,15.8263,1018.48,1,Normal
15.69444444,0.84,3.1234,197,15.8263,1016.75,1,Normal
13.88888889,0.93,12.88,310,6.118,1013.1,1,Normal
4.905555556,0.75,5.8604,103,15.8263,1023.88,1,Normal
-0.022222222,0.82,7.3094,182,9.982,1027.74,0,Cold
21.22777778,0.56,15.5365,178,9.982,1018.86,1,Warm
23.88333333,0.66,7.0357,246,9.982,1009.74,1,Warm
16.66666667,0.75,3.22,120,16.1,1020.8,1,Normal
17.27777778,0.99,1.5295,310,8.1305,1016.69,1,Normal
32.88333333,0.41,3.6708,297,11.4471,1016.73,1,Warm
22.10555556,0.44,23.6831,300,11.27,1018.53,1,Warm
2.994444444,0.87,3.9123,37,10.0303,1007.8,1,Cold
6.922222222,0.72,5.2325,121,15.6492,1023.06,1,Normal
9.422222222,1,3.22,40,14.9086,1019.48,1,Normal
11.18888889,0.89,3.2683,224,15.134,1019,1,Normal
25.26111111,0.56,1.3846,329,10.3523,1013.39,1,Warm
13.75,0.91,10.3845,148,14.0553,1018.9,1,Normal
28.56111111,0.54,3.2039,288,10.3523,1016.58,1,Warm
0.511111111,0.96,24.8262,20,3.4293,1001.6,1,Cold
0.555555556,0.78,20.93,10,16.1,1015.5,1,Cold
-10,0.84,6.44,280,6.118,1030,0,Cold
-2.316666667,0.81,28.2394,51,9.982,1012.11,0,Cold
36.11111111,0.25,24.15,220,9.982,1011.7,1,Warm
17.26111111,0.56,11.6725,293,10.3523,1011.39,1,Normal
17.82222222,0.6,4.7173,331,16.1,1028.41,1,Normal
7.738888889,0.59,9.2736,52,10.3523,1031.83,1,Normal
31.06666667,0.44,12.7834,1,9.982,1019.27,1,Warm
27.73888889,0.55,10.3362,12,10.0464,1015.11,1,Warm
1.688888889,0.69,14.1197,21,15.8263,1025.04,1,Cold
16.11111111,0.93,3.5259,284,9.6117,1018.57,1,Normal
19.99444444,0.62,29.2215,160,9.982,1012.17,1,Warm
36.08333333,0.29,10.9963,114,10.0464,1011.88,1,Warm
5.022222222,0.93,9.0482,79,5.8926,1002.54,1,Normal
7.288888889,0.75,10.3201,190,9.8532,1029.88,1,Normal
4.827777778,0.72,20.4631,277,11.0768,1014.42,1,Normal
-0.155555556,0.9,3.3649,215,3.0107,1031.87,0,Cold
19.88333333,0.78,20.125,319,11.27,1012.42,1,Warm
0.888888889,0.69,5.2647,40,7.8729,1030.89,1,Cold
1.372222222,0.9,17.0982,27,4.9105,1021.97,1,Cold
3.333333333,0.96,11.27,20,3.059,1002.9,1,Cold
-6.711111111,0.84,10.4489,330,15.8263,1041.54,0,Cold
20,0.68,8.05,110,9.982,1021.7,1,Warm
18.26666667,0.79,10.9319,160,16.1,1013.07,1,Normal
19.84444444,0.4,15.5365,138,15.3111,1019.32,1,Warm
27.33333333,0.39,15.0696,21,16.1,1021.99,1,Warm
17.77777778,0.35,20.93,30,9.982,1021.4,1,Normal
20.42222222,0.76,13.8299,331,15.8263,1020.29,1,Warm
1.622222222,0.89,11.0768,180,7.8729,1032.88,1,Cold
3.505555556,0.92,9.5956,154,14.5866,1014.83,1,Cold
-2.6,0.83,14.3129,116,9.4024,1021.47,0,Cold
-2.244444444,0.7,1.288,21,7.8246,1018.43,0,Cold
6.95,0.51,16.7118,150,15.8263,1015.66,1,Normal
12.06111111,0.62,9.3702,290,9.982,1017.66,1,Normal
15.58333333,0.75,11.27,300,15.8263,1015.5,1,Normal
17.42777778,0.75,6.7781,149,15.8263,1014.72,1,Normal
7.977777778,0.95,17.2431,130,6.118,1006.33,1,Normal
14.35555556,0.64,9.2253,184,15.1823,1008.71,1,Normal
15,0.87,0,0,15.134,1013.4,1,Normal
3.783333333,0.71,11.6886,149,9.982,1022.34,1,Cold
17.25,0.71,4.7334,319,9.982,0,1,Normal
27.16111111,0.47,8.9677,262,11.27,1021.3,1,Warm
22.44444444,0.54,8.9355,32,10.3523,1018.36,1,Warm
7.244444444,0.71,16.8084,20,9.982,1025.93,1,Normal
9.494444444,0.44,9.9337,309,15.5526,1024.06,1,Normal
-1.594444444,0.96,3.1073,184,0.9499,1015.02,0,Cold
4.383333333,0.89,3.22,290,7.9051,1026.92,1,Cold
9.455555556,0.9,5.6833,319,11.3505,1014.93,1,Normal
13.8,0.96,0,0,9.982,1019.29,1,Normal
11.15555556,0.26,8.7262,320,16.1,1024.99,1,Normal
21.66666667,0.59,6.44,170,16.1,1015.7,1,Warm
16.11111111,0.78,11.27,330,9.982,1013.3,1,Normal
25.99444444,0.35,16.8084,338,9.982,1016.51,1,Warm
13.89444444,0.83,15.7941,300,9.982,1005.95,1,Normal
0.461111111,0.92,11.0768,80,3.8801,1017.7,1,Cold
3.794444444,0.93,17.4524,0,9.8049,1009.32,1,Cold
19.95555556,0.78,7.6797,340,16.1,1014.62,1,Warm
8.938888889,0.83,9.1287,182,9.982,1024.08,1,Normal
19.01111111,0.68,6.1502,142,15.5204,1016.65,1,Warm
-5.161111111,0.92,4.7334,170,3.5259,1006.13,0,Cold
27.2,0.39,14.1841,359,9.982,1013.32,1,Warm
0.022222222,1,1.5778,5,1.2719,1027.26,1,Cold
19.98333333,0.79,16.9855,331,11.0768,1016.04,1,Warm
-2.933333333,0.82,6.6332,328,15.8263,1024.78,0,Cold
13.63333333,0.71,17.3719,318,11.4471,1017.52,1,Normal
-0.027777778,0.86,3.5098,346,6.1985,1016.55,0,Cold
14.35,0.91,13.2986,108,9.6117,1011.4,1,Normal
1.088888889,0.92,12.5419,21,6.3434,1026.62,1,Cold
12.78333333,0.89,2.8014,352,4.1699,1021.9,1,Normal
16.66666667,0.9,0,0,16.1,1014,1,Normal
8.938888889,0.76,24.1983,10,9.982,0,1,Normal
0.044444444,0.86,4.5724,46,3.6708,1016.01,1,Cold
-0.65,0.92,11.5437,79,2.4955,1008.26,0,Cold
27.75555556,0.63,12.5741,170,16.0517,1013.16,1,Warm
-0.555555556,0.96,14.0392,140,1.0143,1020.63,0,Cold
-3.794444444,0.84,10.7226,140,9.7566,1013.48,0,Cold
13.77222222,0.75,3.22,240,15.8263,1014.24,1,Normal
6.044444444,0.93,7.7441,309,7.9695,1018.63,1,Normal
9.722222222,0.85,4.7334,30,7.084,1016.41,1,Normal
-2.805555556,0.92,11.0768,330,5.9731,1010.85,0,Cold
17.26666667,0.75,26.9192,292,11.27,1012.76,1,Normal
19.35555556,0.84,1.9481,177,14.9569,1017.21,1,Warm
24.97777778,0.58,14.49,310,9.982,1017.53,1,Warm
17.09444444,0.44,7.6314,102,15.5526,1006.13,1,Normal
3.016666667,0.8,3.4776,335,16.1,1027.37,1,Cold
10.96666667,0.71,10.4811,168,9.7566,1020.24,1,Normal
13.91111111,0.63,8.9999,210,9.982,1013.68,1,Normal
22.24444444,0.59,3.5581,159,15.8263,1008.62,1,Warm
26.01666667,0.39,20.3343,262,9.982,1016.65,1,Warm
16.23333333,0.93,11.1412,312,5.7316,1012.4,1,Normal
-7.133333333,0.88,14.9086,200,2.9463,1003.32,0,Cold
6.183333333,0.49,26.0659,300,11.2056,996.35,1,Normal
28.93333333,0.43,3.3488,204,16.1,1014.48,1,Warm
11.06666667,0.93,31.2501,330,8.1305,1002.32,1,Normal
12.75555556,0.83,7.2933,201,6.1985,1020.32,1,Normal
-7.222222222,0.64,11.27,100,9.982,1028.5,0,Cold
12.1,0.8,14.7798,295,8.4203,1003.67,1,Normal
14.42222222,0.77,11.3827,319,15.8263,1014.63,1,Normal
8.983333333,0.63,11.3344,149,16.0517,1023.46,1,Normal
6.111111111,0.86,7.6958,129,4.8461,1019.23,1,Normal
4.005555556,0.81,4.3148,12,9.982,1041.01,1,Cold
6.711111111,0.93,14.2807,131,15.6492,1012.27,1,Normal
19.88333333,0.64,12.6224,8,9.9015,1012.12,1,Warm
-11.11111111,0.87,3.22,320,2.576,1038.1,0,Cold
19.95,0.5,10.5938,97,10.3523,1011.03,1,Warm
5.533333333,0.94,13.7011,140,7.728,1005.5,1,Normal
31.08333333,0.44,2.5438,173,16.1,1014.7,1,Warm
10.03333333,0.72,9.0965,358,15.8263,1016.35,1,Normal
7.266666667,0.78,3.2039,351,15.8263,1010.28,1,Normal
-3.5,0.96,2.254,30,6.1341,1020.12,0,Cold
3.866666667,1,4.7495,159,0.161,1023.52,1,Cold
23.96111111,0.53,11.7852,7,11.2056,1021.3,1,Warm
6.361111111,0.8,15.3111,280,11.0285,1016.84,1,Normal
6.133333333,0.93,4.8783,329,9.982,1019.17,1,Normal
13.91666667,0.8,13.1859,313,14.168,1017.75,1,Normal
19.98333333,0.7,11.0285,161,16.1,1012.21,1,Warm
3.772222222,0.92,3.22,170,1.0948,1020.71,1,Cold
3.005555556,0.9,11.27,60,6.118,1006.71,1,Cold
5.911111111,0.79,0.5152,300,9.982,1016.69,1,Normal
3.4,0.92,17.0499,321,6.6976,1017.45,1,Cold
30.94444444,0.42,7.567,56,9.982,1016.02,1,Warm
6.111111111,0.65,4.83,10,11.27,1020.9,1,Normal
-0.072222222,0.96,13.6206,343,0.2898,1011.87,0,Cold
12.06666667,0.61,20.9783,157,14.9569,1010.33,1,Normal
12.22222222,0.57,0,0,9.982,1013.8,1,Normal
10.91111111,0.58,32.7957,141,14.9569,1003.67,1,Normal
5.544444444,0.89,6.6332,258,15.8263,1019.04,1,Normal
0.144444444,0.68,4.991,313,16.1,1023.31,1,Cold
16.60555556,0.61,3.0751,230,15.8263,1019.9,1,Normal
-3.305555556,0.89,6.6815,208,7.0357,1030.53,0,Cold
12.77222222,0.64,22.2985,309,9.982,1019.6,1,Normal
7.266666667,0.74,20.2055,150,9.982,1004.99,1,Normal
13.89444444,0.9,7.9695,240,11.2056,1011.27,1,Normal
22.17777778,0.6,21.0588,150,10.3523,1014.94,1,Warm
13.74444444,0.84,3.5742,341,3.4454,1026,1,Normal
13.24444444,0.84,3.1878,48,14.9086,1019.03,1,Normal
4.983333333,0.88,11.0124,349,4.7656,1027.84,1,Normal
7.544444444,0.73,10.9319,279,9.982,1015.5,1,Normal
-2.872222222,0.72,9.5634,339,7.8729,1013.06,0,Cold
